iter	RMSE
1667	86790.13455
1668	86779.88344
1669	86779.12118
1670	86776.58271
1671	86773.05299
1672	86769.59674
1673	86767.97137
1674	86763.57627
1675	86760.61109
1676	86760.31632
1677	86748.82523
1678	86748.32422
1679	86748.27281
1680	86741.55382
1681	86739.51829
1682	86731.94747
1683	86731.43374
1684	86728.33241
1685	86724.94907
1686	86721.40755
1687	86714.48269
1688	86708.82168
1689	86707.22448
1690	86704.38439
1691	86703.3988
1692	86699.90577
1693	86698.30885
1694	86694.47883
1695	86692.8485
1696	86688.90928
1697	86688.107
1698	86685.7544
1699	86683.45975
1700	86683.32473
1701	86682.73081
1702	86681.98348
1703	86677.85838
1704	86677.02837
1705	86671.06941
1706	86669.6736
1707	86666.42746
1708	86665.2205
1709	86659.10705
1710	86658.43286
1711	86655.48064
1712	86653.34468
1713	86651.4285
1714	86648.63089
1715	86645.52577
1716	86638.28843
1717	86637.87921
1718	86634.96052
1719	86627.02455
1720	86626.40657
1721	86625.78508
1722	86624.42362
1723	86621.92415
1724	86616.75869
1725	86615.98446
1726	86611.13388
1727	86603.08967
1728	86601.58176
1729	86600.1851
1730	86599.29761
1731	86596.62183
1732	86586.83003
1733	86586.00458
1734	86581.07936
1735	86577.64149
1736	86575.92997
1737	86568.729
1738	86559.61286
1739	86557.35441
1740	86552.58472
1741	86551.52121
1742	86547.87811
1743	86546.97326
1744	86542.3277
1745	86542.0528
1746	86540.0885
1747	86538.10276
1748	86535.22483
1749	86530.28051
1750	86527.92561
1751	86518.06648
1752	86516.18314
1753	86514.3582
1754	86511.34128
1755	86510.7119
1756	86503.16487
1757	86502.42396
1758	86499.20512
1759	86490.42822
1760	86488.23463
1761	86485.75969
1762	86484.5947
1763	86482.41841
1764	86477.02292
1765	86475.77299
1766	86475.33037
1767	86470.74981
1768	86462.02121
1769	86457.05865
1770	86451.40156
1771	86450.54433
1772	86447.25961
1773	86446.61355
1774	86443.66122
1775	86441.70686
1776	86437.79176
1777	86437.758
1778	86429.51027
1779	86428.68906
1780	86427.65775
1781	86427.4379
1782	86422.86027
1783	86421.73398
1784	86417.31309
1785	86416.52642
1786	86410.34732
1787	86408.49472
1788	86405.22046
1789	86398.74281
1790	86396.383
1791	86395.84515
1792	86392.61068
1793	86391.16218
1794	86386.08747
1795	86383.26831
1796	86380.06577
1797	86377.83981
1798	86375.76732
1799	86374.33552
1800	86369.67437
1801	86368.70835
1802	86365.44659
1803	86363.71346
1804	86361.67112
1805	86360.55116
1806	86354.63849
1807	86351.5365
1808	86350.40643
1809	86343.43908
1810	86335.10635
1811	86327.57622
1812	86324.87202
1813	86322.74819
1814	86322.29922
1815	86317.18117
1816	86313.57275
1817	86308.08535
1818	86306.26419
1819	86304.54654
1820	86303.45128
1821	86302.97068
1822	86299.82755
1823	86298.45132
1824	86296.40864
1825	86295.34663
1826	86294.96652
1827	86293.76522
1828	86288.23505
1829	86279.8389
1830	86276.64346
1831	86270.59812
1832	86268.95428
1833	86265.0591
1834	86260.85152
1835	86260.82092
1836	86260.17767
1837	86256.44534
1838	86252.48407
1839	86248.53633
1840	86240.55178
1841	86238.4362
1842	86237.20469
1843	86237.16342
1844	86236.88389
1845	86236.58059
1846	86234.66325
1847	86229.60484
1848	86225.4211
1849	86222.42424
1850	86220.2772
1851	86218.08963
1852	86217.99984
1853	86217.97133
1854	86217.37712
1855	86213.97449
1856	86210.90246
1857	86208.54159
1858	86207.70684
1859	86202.82576
1860	86201.36645
1861	86196.74819
1862	86196.51546
1863	86195.8724
1864	86186.66659
1865	86185.69563
1866	86183.06168
1867	86180.59428
1868	86180.13752
1869	86180.10402
1870	86172.21169
1871	86168.43087
1872	86166.40179
1873	86162.60558
1874	86162.28881
1875	86160.67584
1876	86160.09018
1877	86159.42329
1878	86155.32683
1879	86153.01999
1880	86139.8006
1881	86136.96051
1882	86136.79704
1883	86135.61993
1884	86133.41075
1885	86128.7375
1886	86126.10453
1887	86120.95966
1888	86120.58729
1889	86116.57492
1890	86112.003
1891	86107.96605
1892	86091.81947
1893	86090.38929
1894	86089.98208
1895	86079.67399
1896	86076.25272
1897	86073.52346
1898	86072.97348
1899	86070.57153
1900	86068.96824
1901	86065.38467
